tieude,dientich,giavnd,vitri,phanloai,sophong,area_m2,price_vnd,standardized_location,property_type_clean,price_per_m2,price_group,area_group,has_studio,has_balcony,has_mezzanine,has_furniture,has_new,has_window,has_elevator
Phòng cửa sổ lớn gần chợ Tân Mỹ,27 m,3800000,Quận 7,PhongTro,1,27.0,3800000.0,Quận 7,Phòng trọ,140740.74074074073,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,True,False
Phòng full nội thất gần Lotte Q7,24 m,3800000,Quận 7,PhongTro,1,24.0,3800000.0,Quận 7,Phòng trọ,158333.33333333334,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng trong nhà phố KDC Nam Long,35 m,4200000,Quận 7,PhongTro,1,35.0,4200000.0,Quận 7,Phòng trọ,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Ký túc xá sleepbox ở ghép Quận 7,50 m,1000000,Quận 7,PhongTro,1,50.0,1000000.0,Quận 7,Phòng trọ,20000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng full nội thất gần Phú Mỹ Hưng,13 m,2200000,Quận 7,PhongTro,1,13.0,2200000.0,Quận 7,Phòng trọ,169230.76923076922,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng gần ĐH Tôn Đức Thắng,15 m,3100000,Quận 7,PhongTro,1,15.0,3100000.0,Quận 7,Phòng trọ,206666.66666666666,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Studio full tiện nghi gần KCX Tân Thuận,20 m,4000000,Quận 7,PhongTro,1,20.0,4000000.0,Quận 7,Phòng trọ,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),True,False,False,False,False,False,False
Phòng trong căn hộ chung cư Đức Khải,15 m,1800000,Quận 7,PhongTro,1,15.0,1800000.0,Quận 7,Phòng trọ,120000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng Sleepbox Huỳnh Tấn Phát,35 m,1700000,Quận 7,PhongTro,1,35.0,1700000.0,Quận 7,Phòng trọ,48571.42857142857,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng an ninh ngay Lý Phục Man,30 m,4200000,Quận 7,PhongTro,1,30.0,4200000.0,Quận 7,Phòng trọ,140000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Duplex full nội thất,35 m,5500000,Quận 7,PhongTro,1,35.0,5500000.0,Quận 7,Phòng trọ,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Studio mới xây cửa sổ lớn,30 m,4800000,Quận 7,PhongTro,1,30.0,4800000.0,Quận 7,Phòng trọ,160000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,True,True,False
Studio full nội thất cao cấp Tân Phú,20 m,5200000,Quận 7,PhongTro,1,20.0,5200000.0,Quận 7,Phòng trọ,260000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
Phòng trọ tiện nghi thoáng mát,23 m,3500000,Quận 8,PhongTro,1,23.0,3500000.0,Quận 8,Phòng trọ,152173.91304347827,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng mới xây nội thất đầy đủ,21 m,2800000,Quận 8,PhongTro,1,21.0,2800000.0,Quận 8,Phòng trọ,133333.33333333334,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,True,False,False
Phòng mặt tiền Trần Thị Nơi,22 m,4700000,Quận 8,PhongTro,1,22.0,4700000.0,Quận 8,Phòng trọ,213636.36363636365,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Ký túc xá sleepbox ở ghép Quận 8,50 m,1000000,Quận 8,PhongTro,1,50.0,1000000.0,Quận 8,Phòng trọ,20000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng full nội thất có máy giặt riêng,25 m,3700000,Quận 8,PhongTro,1,25.0,3700000.0,Quận 8,Phòng trọ,148000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng full nội thất gần cầu Nguyễn Văn Cừ,18 m,4200000,Quận 8,PhongTro,1,18.0,4200000.0,Quận 8,Phòng trọ,233333.33333333334,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng mới xây gần Võ Văn Kiệt,28 m,4100000,Quận 8,PhongTro,1,28.0,4100000.0,Quận 8,Phòng trọ,146428.57142857142,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
Phòng full nội thất có ban công đối diện bến xe Q8,22 m,3600000,Quận 8,PhongTro,1,22.0,3600000.0,Quận 8,Phòng trọ,163636.36363636365,Thấp (<4 triệu),Nhỏ (<25m²),False,True,False,True,False,False,False
Phòng mới 100% đối diện bến xe Chợ Lớn,30 m,3300000,Quận 8,PhongTro,1,30.0,3300000.0,Quận 8,Phòng trọ,110000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng Sleepbox Dương Bá Trạc,35 m,1600000,Quận 8,PhongTro,1,35.0,1600000.0,Quận 8,Phòng trọ,45714.28571428572,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng trệt Nguyễn Thị Mười,26 m,5000000,Quận 8,PhongTro,1,26.0,5000000.0,Quận 8,Phòng trọ,192307.6923076923,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng hẻm ô tô Âu Dương Lân,20 m,2500000,Quận 8,PhongTro,1,20.0,2500000.0,Quận 8,Phòng trọ,125000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ KDC Bình Điền,25 m,2700000,Quận 8,PhongTro,1,25.0,2700000.0,Quận 8,Phòng trọ,108000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ giá rẻ gần Cao Lỗ,15 m,2400000,Quận 8,PhongTro,1,15.0,2400000.0,Quận 8,Phòng trọ,160000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Ký túc xá Quận 8 Hẻm C4 Phạm Hùng,20 m,1100000,Quận 8,PhongTro,1,20.0,1100000.0,Quận 8,Phòng trọ,55000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng máy lạnh ban công gần Cao Lỗ,30 m,4300000,Quận 8,PhongTro,1,30.0,4300000.0,Quận 8,Phòng trọ,143333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Phòng 25m2 đầy đủ tiện nghi P4 Quận 8,25 m,3500000,Quận 8,PhongTro,1,25.0,3500000.0,Quận 8,Phòng trọ,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng 40m2 gác lửng full nội thất Âu Dương Lân,40 m,5000000,Quận 8,PhongTro,1,40.0,5000000.0,Quận 8,Phòng trọ,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,True,True,False,False,False
Phòng trọ Âu Dương Lân giá trọn gói,38 m,2250000,Quận 8,PhongTro,1,38.0,2250000.0,Quận 8,Phòng trọ,59210.52631578947,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Ký túc xá sleepbox Quận 8,30 m,1200000,Quận 8,PhongTro,1,30.0,1200000.0,Quận 8,Phòng trọ,40000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng nội thất đầy đủ đường Lã Xuân Oai,20 m,3000000,Quận 9,PhongTro,1,20.0,3000000.0,Quận 9,Phòng trọ,150000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng mới gác lửng gần ngã tư Bình Thái,25 m,3500000,Quận 9,PhongTro,1,25.0,3500000.0,Quận 9,Phòng trọ,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,True,False,False,False,False
Căn hộ gác lửng mới 100% Tăng Nhơn Phú,30 m,3900000,Quận 9,PhongTro,1,30.0,3900000.0,Quận 9,Phòng trọ,130000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,True,False,False,False,False
Phòng trọ CHDV cao cấp full nội thất Lê Văn Việt,20 m,3500000,Quận 9,PhongTro,1,20.0,3500000.0,Quận 9,Phòng trọ,175000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng gần ngã 4 Thủ Đức Lê Văn Việt,22 m,3800000,Quận 9,PhongTro,1,22.0,3800000.0,Quận 9,Phòng trọ,172727.27272727274,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng gần ngã 3 Mỹ Thành Lê Văn Việt,17 m,2700000,Quận 9,PhongTro,1,17.0,2700000.0,Quận 9,Phòng trọ,158823.5294117647,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng có gác gần ngã 4 Thủ Đức Đình Phong Phú,25 m,2900000,Quận 9,PhongTro,1,25.0,2900000.0,Quận 9,Phòng trọ,116000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Kiot mặt tiền Nguyễn Duy Trinh gần chợ Long Trường,25 m,3500000,Quận 9,PhongTro,1,25.0,3500000.0,Quận 9,Phòng trọ,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng đường số 9 Long Thạnh Mỹ,20 m,2700000,Quận 9,PhongTro,1,20.0,2700000.0,Quận 9,Phòng trọ,135000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng rộng rãi gần ngã 4 Thủ Đức,30 m,3800000,Quận 9,PhongTro,1,30.0,3800000.0,Quận 9,Phòng trọ,126666.66666666667,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng đầy đủ nội thất gần Lê Văn Việt khu CNC,25 m,3800000,Quận 9,PhongTro,1,25.0,3800000.0,Quận 9,Phòng trọ,152000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Ký túc xá mới đẹp Lê Văn Việt,50 m,1200000,Quận 9,PhongTro,1,50.0,1200000.0,Quận 9,Phòng trọ,24000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng trọ cao cấp giá bình dân Nguyễn Xiển,15 m,2800000,Quận 9,PhongTro,1,15.0,2800000.0,Quận 9,Phòng trọ,186666.66666666666,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Sleepbox máy lạnh Lê Văn Việt gần khu CNC,25 m,1200000,Quận 9,PhongTro,1,25.0,1200000.0,Quận 9,Phòng trọ,48000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Ở ghép sleepbox riêng tư Đỗ Xuân Hợp,25 m,1300000,Quận 9,PhongTro,1,25.0,1300000.0,Quận 9,Phòng trọ,52000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Sleepbox Lê Văn Việt gần khu CNC,25 m,1200000,Quận 9,PhongTro,1,25.0,1200000.0,Quận 9,Phòng trọ,48000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Sleepbox Đỗ Xuân Hợp,25 m,1300000,Quận 9,PhongTro,1,25.0,1300000.0,Quận 9,Phòng trọ,52000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ gần Khu Công Nghệ Cao,29 m,2700000,Quận 9,PhongTro,1,29.0,2700000.0,Quận 9,Phòng trọ,93103.44827586207,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng an ninh gần tuyến Metro,35 m,3000000,Quận 9,PhongTro,1,35.0,3000000.0,Quận 9,Phòng trọ,85714.28571428571,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng cao cấp gần ĐH Kinh Tế và Bách Khoa,25 m,4700000,Quận 10,PhongTro,1,25.0,4700000.0,Quận 10,Phòng trọ,188000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Ở ghép Quận 10 gần ĐH HUFLIT,20 m,1300000,Quận 10,PhongTro,1,20.0,1300000.0,Quận 10,Phòng trọ,65000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng gác lửng gần Sư Vạn Hạnh Tô Hiến Thành,25 m,4500000,Quận 10,PhongTro,1,25.0,4500000.0,Quận 10,Phòng trọ,180000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,True,False,False,False,False
Phòng full nội thất đường Trường Sơn,20 m,5100000,Quận 10,PhongTro,1,20.0,5100000.0,Quận 10,Phòng trọ,255000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng trọ giá rẻ gần Nhà thi đấu Phú Thọ,30 m,3700000,Quận 10,PhongTro,1,30.0,3700000.0,Quận 10,Phòng trọ,123333.33333333333,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng full nội thất gần Bách Khoa SVĐ Phú Thọ,40 m,5000000,Quận 10,PhongTro,1,40.0,5000000.0,Quận 10,Phòng trọ,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng full nội thất gần Bách Khoa Phú Thọ,38 m,4500000,Quận 10,PhongTro,1,38.0,4500000.0,Quận 10,Phòng trọ,118421.05263157895,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng trọ mới xây gần ĐH Kinh Tế,28 m,4900000,Quận 10,PhongTro,1,28.0,4900000.0,Quận 10,Phòng trọ,175000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
Phòng Cách Mạng Tháng Tám,16 m,2650000,Quận 10,PhongTro,1,16.0,2650000.0,Quận 10,Phòng trọ,165625.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng Tô Hiến Thành có ban công,15 m,3200000,Quận 10,PhongTro,1,15.0,3200000.0,Quận 10,Phòng trọ,213333.33333333334,Thấp (<4 triệu),Nhỏ (<25m²),False,True,False,False,False,False,False
Phòng sleepbox ở ghép Quận 10,30 m,1800000,Quận 10,PhongTro,1,30.0,1800000.0,Quận 10,Phòng trọ,60000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng trọ chợ hoa Hồ Thị Kỷ,15 m,2500000,Quận 10,PhongTro,1,15.0,2500000.0,Quận 10,Phòng trọ,166666.66666666666,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Sleepbox Sư Vạn Hạnh,35 m,1800000,Quận 10,PhongTro,1,35.0,1800000.0,Quận 10,Phòng trọ,51428.57142857143,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
KTX thang máy trung tâm Quận 10,40 m,1300000,Quận 10,PhongTro,1,40.0,1300000.0,Quận 10,Phòng trọ,32500.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,True
Phòng thoáng mát gần công viên Lê Thị Riêng,25 m,5200000,Quận 10,PhongTro,1,25.0,5200000.0,Quận 10,Phòng trọ,208000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ đường 3/2 Phường 12,25 m,2500000,Quận 10,PhongTro,1,25.0,2500000.0,Quận 10,Phòng trọ,100000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng Quận 10 có cửa sổ WC riêng,14 m,3200000,Quận 10,PhongTro,1,14.0,3200000.0,Quận 10,Phòng trọ,228571.42857142858,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,True,False
Phòng trọ có máy lạnh đường Bà Hạt,15 m,2900000,Quận 10,PhongTro,1,15.0,2900000.0,Quận 10,Phòng trọ,193333.33333333334,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ cao cấp thang máy Vườn Lài,20 m,5000000,Quận 10,PhongTro,1,20.0,5000000.0,Quận 10,Phòng trọ,250000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,True
Phòng trọ cư xá Lữ Gia,14 m,1650000,Quận 11,PhongTro,1,14.0,1650000.0,Quận 11,Phòng trọ,117857.14285714286,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ ngã tư Lạc Long Quân Âu Cơ,20 m,2500000,Quận 11,PhongTro,1,20.0,2500000.0,Quận 11,Phòng trọ,125000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng trọ Quận 11 cho sinh viên hoặc người đi làm,15 m,2800000,Quận 11,PhongTro,1,15.0,2800000.0,Quận 11,Phòng trọ,186666.66666666666,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng gác cửa sổ gần đại học Y Dược,30 m,3900000,Quận 11,PhongTro,1,30.0,3900000.0,Quận 11,Phòng trọ,130000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,True,False
Phòng Sleepbox Lê Đại Hành,35 m,1600000,Quận 11,PhongTro,1,35.0,1600000.0,Quận 11,Phòng trọ,45714.28571428572,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Gác lửng đầy đủ tiện nghi Lý Thường Kiệt,30 m,5000000,Quận 11,PhongTro,1,30.0,5000000.0,Quận 11,Phòng trọ,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,True,False,False,False,False
Phòng trọ trung tâm thành phố có máy lạnh,12 m,2400000,Quận 11,PhongTro,1,12.0,2400000.0,Quận 11,Phòng trọ,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng gần công viên Đầm Sen,18 m,2400000,Quận 11,PhongTro,1,18.0,2400000.0,Quận 11,Phòng trọ,133333.33333333334,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng cao cấp siêu thoáng ngay Lê Đại Hành,40 m,3500000,Quận 11,PhongTro,1,40.0,3500000.0,Quận 11,Phòng trọ,87500.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ gác lửng full tiện nghi Lý Thường Kiệt,30 m,5000000,Quận 11,PhongTro,1,30.0,5000000.0,Quận 11,Phòng trọ,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,True,False,False,False,False
Phòng trọ mới full nội thất ban công rộng,20 m,4500000,Quận 11,PhongTro,1,20.0,4500000.0,Quận 11,Phòng trọ,225000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,True,False,True,False,False,False
Phòng Sleepbox full nội thất Lê Đại Hành,30 m,1500000,Quận 11,PhongTro,1,30.0,1500000.0,Quận 11,Phòng trọ,50000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Gác lửng full nội thất gần ĐH Bách Khoa,25 m,5200000,Quận 11,PhongTro,1,25.0,5200000.0,Quận 11,Phòng trọ,208000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,True,True,False,False,False
Căn hộ view thoáng full nội thất gần Bách Khoa,25 m,5200000,Quận 11,PhongTro,1,25.0,5200000.0,Quận 11,Phòng trọ,208000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng gác duplex full nội thất gần ĐH Bách Khoa,28 m,5100000,Quận 11,PhongTro,1,28.0,5100000.0,Quận 11,Phòng trọ,182142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng gác duplex full nội thất Lý Thường Kiệt,25 m,4900000,Quận 11,PhongTro,1,25.0,4900000.0,Quận 11,Phòng trọ,196000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Trọ Sleepbox Lê Đại Hành,8 m,1600000,Quận 11,PhongTro,1,8.0,1600000.0,Quận 11,Phòng trọ,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng cho thuê giá rẻ Quận 11 cho gia đình,36 m,4100000,Quận 11,PhongTro,1,36.0,4100000.0,Quận 11,Phòng trọ,113888.88888888889,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng trọ mới có gác cao,12 m,3000000,Quận 12,PhongTro,1,12.0,3000000.0,Quận 12,Phòng trọ,250000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Phòng ban công tách bếp gần CVPM Quang Trung,35 m,3500000,Quận 12,PhongTro,1,35.0,3500000.0,Quận 12,Phòng trọ,100000.0,Thấp (<4 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Phòng gác mới 100% gần CVPM Quang Trung,34 m,3200000,Quận 12,PhongTro,1,34.0,3200000.0,Quận 12,Phòng trọ,94117.64705882352,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng gần ĐH Lao Động Xã Hội Tô Ký,35 m,3000000,Quận 12,PhongTro,1,35.0,3000000.0,Quận 12,Phòng trọ,85714.28571428571,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng trọ mặt bằng đẹp Nguyễn Thị Đặng,40 m,3500000,Quận 12,PhongTro,1,40.0,3500000.0,Quận 12,Phòng trọ,87500.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng có gác full nội thất Hà Huy Giáp,35 m,2500000,Quận 12,PhongTro,1,35.0,2500000.0,Quận 12,Phòng trọ,71428.57142857143,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng duplex full nội thất Hà Huy Giáp,35 m,2500000,Quận 12,PhongTro,1,35.0,2500000.0,Quận 12,Phòng trọ,71428.57142857143,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng duplex gần ngã tư Ga,35 m,2600000,Quận 12,PhongTro,1,35.0,2600000.0,Quận 12,Phòng trọ,74285.71428571429,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng gần chợ Lạc Quang Trường Chinh,30 m,3400000,Quận 12,PhongTro,1,30.0,3400000.0,Quận 12,Phòng trọ,113333.33333333333,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng ở ghép ký túc xá sinh viên gần CVPM Quang Trung,30 m,990000,Quận 12,PhongTro,1,30.0,990000.0,Quận 12,Phòng trọ,33000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
